infoid,Title,Content,Pricetag,Image,City_name,ID_City,Vehicle_name,Odometer,License_plate,Cubic_power,Manufacture_year,ID_VehicleBrand,ID_VehicleLineup,Condition,ID_VehicleType,ID_Color
60,Honda Air Blade 110 2011,"Cần b&aacute;n chiếc xe honda Airblade 110 FI như h&igrave;nh 2011 ch&iacute;nh chủ , xe nguy&ecirc;n bản từ đầu , xe đẹp , m&aacute;y m&oacute;c nguy&ecirc;n bản",15000000,https://cdn.okxe.vn/products/811/1195811/1195811_228116_1._20221205013633_d1uBmpKF_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 110,5000,,108.0,2011,15,148,2,1,3
61,Honda Winner X 150 2020,Do nhu cầu cần đổi xe n&ecirc;n m&igrave;nh b&aacute;n chiếc xe như trong h&igrave;nh. Xe ch&iacute;nh chủ  Xe c&oacute; giấy tờ đầy đủ sang t&ecirc;n đổi chủ nhanh gọn. M&aacute;y m&oacute;c nguy&ecirc;n bản chưa qua sửa chữa. Bao ngon bao chất.b n&agrave;o ưng lh đến nh&agrave; xem xe cụ thể,28000000,https://cdn.okxe.vn/products/810/1195810/1195810_1874_4._20221205013613_QNlXVTDr_m_400x400.jpg,Tp. Hà Nội,1,Honda Winner X 150,5000,,150.0,2020,15,1076,2,2,3
62,Yamaha TFX 150 2020,"Cần b&aacute;n Yamaha TFX 150 đỏ đen ch&iacute;nh chủ sử dụng từ đầu, xe nguy&ecirc;n bản từ a-z d&aacute;n nilon cả xe đầy đủ 2 gương 2 ch&igrave;a kho&aacute; zin theo xe. kh&ocirc;ng đ&acirc;m đụng kh&ocirc;ng 1 lỗi nhỏ.bao check h&atilde;ng,hỗ trợ ae sang t&ecirc;n đổi chủ . Bạn n&agrave;o c&oacute; nhu cầu li&ecirc;n hệ m&igrave;nh. xem xe mua b&aacute;n tại nh&agrave; , gi&aacute; cả thoả thuận",37600000,https://cdn.okxe.vn/products/809/1195809/1195809_1511645_2._20221205013551_IeFsRau6_m_400x400.jpg,Tp. Hà Nội,1,Yamaha TFX 150,5000,,150.0,2020,40,539,2,2,3
63,Honda Blade 110 2014,"xe đăng k&yacute; ch&iacute;nh chủ từ mới chưa sửa chữa g&igrave; h&agrave;ng ng&agrave;y chỉ đi l&agrave;m gần nh&agrave; n&ecirc;n c&ograve;n mới đến 98% . Anh chị em thiện ch&iacute; mua xe gọi trực tiếp cho m&igrave;nh nh&eacute; , đảm bảo anh chị đến nh&agrave; xem xe sẽ ưng &yacute; ngay . Mua b&aacute;n tại nh&agrave; gi&ecirc;ng , gi&aacute; c&oacute; bớt cho người mua nhiệt t&igrave;nh ạ .",13000000,https://cdn.okxe.vn/products/808/1195808/1195808_1048790_6._20221205013511_laHIzX3T_m_400x400.jpg,Tp. Hà Nội,1,Honda Blade 110,5000,,110.0,2014,15,153,2,2,14
64,SYM Elizabeth Standard 2013,"Cần b&aacute;n elizabet fi như h&igrave;nh
m&aacute;y m&oacute;c &ecirc;m ru
giấy tờ đầy đủ
gi&aacute; 7tr3
xem xe tại 135, đường số 51, t&acirc;n quy, quận 7",7300000,https://cdn.okxe.vn/products/807/1195807/1195807_283586_IMG_20221205_133220_20221205013455_NzjUXWkO_m_400x400.jpg,Tp. Hồ Chí Minh,50,SYM Elizabeth Standard,5000,,111.0,2013,35,446,2,1,16
65,Honda PCX 125 2017,"Cần b&aacute;n Honda PCX 125 Fi m&agrave;u n&acirc;u  nhập th&aacute;i đăng k&yacute; biển 29. Xe m&aacute;y m&oacute;c &ecirc;m &aacute;i, m&igrave;nh đ&atilde; thay dầu 1 lần, xe giấy tờ đầy đủ ch&iacute;nh chủ gia đ&igrave;nh.Bạn n&agrave;o c&oacute; nhu cầu mua về đi li&ecirc;n hệ trực tiếp với m&igrave;nh xem xe tại nh&agrave;",18000000,https://cdn.okxe.vn/products/806/1195806/1195806_1616_6._20221205013439_QeXj7qxC_m_400x400.jpg,Tp. Hà Nội,1,Honda PCX 125,5000,,125.0,2017,15,166,2,1,7
66,Yamaha Janus 2019,"Cần b&aacute;n xe mới như h&igrave;nh m&aacute;y m&oacute;c &ecirc;m bốc nguy&ecirc;n bản,xe gia đ&igrave;nh sử dụng do đổi xe n&ecirc;n b&aacute;n lại cho ai cần xe được bảo dưỡng đầy đủ mua b&aacute;n tại nh&agrave;,anh chị em mua Alo m&igrave;nh",19000000,https://cdn.okxe.vn/products/805/1195805/1195805_1451047_4._20221205013409_kNVjhjSL_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Janus 2019,5000,,125.0,2019,40,525,2,1,2
67,Suzuki GZ 125 2022,"Gia đ&igrave;nh m&igrave;nh c&oacute; chiếc xe tay c&ocirc;n ch&iacute;nh chủ cần b&aacute;n lại, xe vẫn c&ograve;n mới nguy&ecirc;n. Động cơ nguy&ecirc;n bản bảo h&agrave;nh h&atilde;ng 100%. Bạn n&agrave;o ưng c&oacute; thể qua xem xe trực tiếp, ALo trước cho m&igrave;nh.",32600000,https://cdn.okxe.vn/products/804/1195804/1195804_1048790_5._20221205013357_xTln2k2e_m_400x400.jpg,Tp. Hà Nội,1,Suzuki GZ 125,5000,,124.0,2022,34,414,2,2,3
68,Piaggio Zip 100 2019,"Cần b&aacute;n xe Piagio Zip ch&iacute;nh chủ mầu đỏ c&ograve;n moi tiết kiệm xăng, c&ograve;n mới 98% M&aacute;y m&oacute;c zin &ecirc;m &aacute;i...xe đi cẩn thận vẫn d&aacute;n nilong cả xe n&ecirc;n chưa bị trầy sước, h&igrave;nh như ảnh Mới bảo dưỡng h&atilde;ng thay nhớt theo định kỳ, mọi thứ c&ograve;n hoạt động tốt",7600000,https://cdn.okxe.vn/products/803/1195803/1195803_1081_2._20221205013323_6skDQHP3_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Zip 100,5000,,96.0,2019,29,348,2,1,10
69,Honda Dream 110 2018,"M&igrave;nh đang cần b&aacute;n chiếc xe n&agrave;y, xe giấy tờ đầy đủ,nguồn gốc r&otilde; r&agrave;ng
M&aacute;y m&oacute;c đi ngon
Xin lh trực tiếp cho m&igrave;nh&mdash;
Xe chuẩn h&igrave;nh ảnh v&agrave; gi&aacute; đưa l&ecirc;n n&ecirc;n ạh chị y&ecirc;n t&acirc;m",12700000,https://cdn.okxe.vn/products/802/1195802/1195802_911586_1._20221205013244_7CelDgoC_m_400x400.jpg,Tp. Hà Nội,1,Honda Dream 110,5000,,109.0,2018,15,132,2,2,1
70,Yamaha Freego 125 2021,"Cần b&aacute;n Yamaha Freego S 125 m&agrave;u trắng bản 2021 biển 29,phụ kiện kh&oacute;a chống trộm , gương theo xe c&ograve;n đầy đủ. N&ecirc;n bạn n&agrave;o y&ecirc;u th&iacute;ch d&ograve;ng xe n&agrave;y mua về l&agrave; chỉ việc d&ugrave;ng . gi&aacute; c&oacute; bớt",19500000,https://cdn.okxe.vn/products/801/1195801/1195801_1511656_2._20221205013213_DMYEkR6I_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Freego 125,5000,,125.0,2021,40,1600,2,1,1
71,Honda LEAD 125 FI 2018,"Nh&agrave; đang thừa chiếc xe n&ecirc;n b&aacute;n, xe vẫn c&ograve;n nguy&ecirc;n bản, h&igrave;nh thức gi&aacute;n nilon cả xe
Nh&agrave; đi giữ g&igrave;n v&agrave; bảo dưỡng thường xuy&ecirc;n tại h&atilde;ng n&ecirc;n ah chị y&ecirc;n t&acirc;m
Mua b&aacute;n v&agrave; xem xe tại nh&agrave; gi&aacute; cả c&oacute; thương lượng",20600000,https://cdn.okxe.vn/products/800/1195800/1195800_1727_1._20221205013209_cb3wD7ns_m_400x400.jpg,Tp. Hà Nội,1,Honda LEAD 125 FI,5000,,125.0,2018,15,145,2,1,2
72,Yamaha Acruzo Deluxe 2016 2019,"Cần b&aacute;n Yamaha ACRUZO 125 M&Agrave;U X&Aacute;M  đăng k&yacute; 2019/Xe bảo dưỡng định kỳ h&agrave;ng th&aacute;ng n&ecirc;n mọi người y&ecirc;n t&acirc;m nh&eacute;.Xe chạy chuẩn 3000 km . phụ kiện k&egrave;m theo c&ograve;n nguy&ecirc;n 2 gương 2 ch&igrave;a kh&oacute;a,gi&aacute; c&oacute; thỏa thuận",11300000,https://cdn.okxe.vn/products/799/1195799/1195799_1511651_2._20221205013124_IKgFf17W_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Acruzo Deluxe 2016,5000,,125.0,2019,40,522,2,1,5
73,SYM Elizabeth Standard 2012,"Elizabet fi biển Đồng Th&aacute;p xe đẹp m&aacute;y bao ngon
giấy tờ đầy đủ
gi&aacute; 7tr3, c&oacute; fix nhẹ cho ae c&oacute; thiện ch&iacute; mua
xem xe tại quận 7 Hồ Ch&iacute; Minh
số điện thoại/zalo: 0332131124",7300000,https://cdn.okxe.vn/products/798/1195798/1195798_1537951_IMG_20221205_132448_20221205013115_1ZgEuEbM_m_400x400.jpg,Tp. Hồ Chí Minh,50,SYM Elizabeth Standard,20000,,111.0,2012,35,446,2,1,15
74,Honda Air Blade 125 FI 2017,"M&igrave;nh cần tiền kinh doanh n&ecirc;n muốn b&aacute;n xe. Xe m&igrave;nh đẹp như mới, m&aacute;y m&oacute;c nguy&ecirc;n bản, ch&iacute;nh chủ. Xe bảo dưỡng định kỳ. Bạn n&agrave;o c&oacute; nhu cầu li&ecirc;n hệ.",24000000,https://cdn.okxe.vn/products/797/1195797/1195797_1081_5._20221205013103_SodRnAYy_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 125 FI,5000,,125.0,2017,15,148,2,1,3
75,Honda SH 125i 2018,"#XE_M&Aacute;Y_CŨ_VĂN_THAO_CH&Agrave;O_B&Aacute;N
 ( hỗ trợ trả g&oacute;p qua thẻ t&iacute;n dụng v&agrave; nhận thu mua lại xe đ&atilde; qua sử dụng)
❤️HONDA SH 125i đ&atilde; r&uacute;t hồ sơ gốc, kh&aacute;ch chỉ việc bấm biển mới
✔️Năm sản xuất: 2018
✔️M&agrave;u: Trắng
✔️Km:   9000km
✔️Gi&aacute; b&aacute;n :  72.000.000vnđ
✅ biển kiểm so&aacute;t : 
Đổi xe kh&ocirc;ng t&iacute;nh ph&iacute; trong 10 ng&agrave;y
Hỗ trợ thủ tục sang t&ecirc;n cho kh&aacute;ch h&agrave;ng.
Cửa h&agrave;ng ch&uacute;ng t&ocirc;i chuy&ecirc;n mua b&aacute;n trao đổi c&aacute;c loại xe đ&atilde; qua sử dụng.
- Mọi chiếc xe tại cửa h&agrave;ng đều đ&atilde; được kiểm tra cẩn thận về chất lượng cũng như đảm bảo ph&aacute;p l&yacute; của xe.
- Cửa h&agrave;ng c&oacute; đầy đủ dịch vụ sang t&ecirc;n,đổi biển,cấp lại đăng k&yacute; cho kh&aacute;ch c&oacute; nhu cầu sang t&ecirc;n trong thơi gian ngắn nhất.
- Chế độ bảo h&agrave;nh từ 6 th&aacute;ng đến 1 năm.
- Bảo h&agrave;nh tận nơi cho kh&aacute;ch trong nội th&agrave;nh h&agrave; nội.
- Hỗ trợ mua b&aacute;n trao đổi xe với gi&aacute; cao cho kh&aacute;ch mua b&aacute;n tại cửa h&agrave;ng.
- Đổi xe trong 10 ng&agrave;y đầu nếu kh&aacute;ch kh&ocirc;ng ưng &yacute;.
- C&oacute; dịch vụ vận chuyển sau mua h&agrave;ng cho kh&aacute;ch.
- Thanh to&aacute;n online,quẹt thẻ nhanh gọn.
Địa chỉ: 23 ng&otilde; 87 phố Nguyễn Phong Sắc , quận Cầu Giấy, H&agrave; Nội.
Hotline / Zalo: 0904.991.733",72000000,https://cdn.okxe.vn/products/796/1195796/1195796_188851_review-0_20221205013047_JzDjTlo3_m_400x400.jpg,Tp. Hà Nội,1,Honda SH 125i,20000,,125.0,2018,15,167,2,1,1
76,Piaggio Medley 125 2016,"PIAGGIO MEDLEY X&Aacute;M ĐẸP NGUY&Ecirc;N ZIN .H&igrave;nh thức d&aacute;n nilon từ mới, tem m&aacute;c zin , m&aacute;y m&oacute;c ko lỗi lầm g&igrave;.Xe đi giữ g&igrave;n v&agrave; bảo dưỡng cẩn thận n&ecirc;n ah chị y&ecirc;n t&acirc;m về chất lượng gi&aacute; cả mua b&aacute;n c&oacute; thoả thuận",28600000,https://cdn.okxe.vn/products/795/1195795/1195795_1690_5._20221205013008_jDI44dKz_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Medley 125,5000,,125.0,2016,29,352,2,1,5
77,Piaggio Vespa Primavera 2018,"Cần b&aacute;n xe mới như h&igrave;nh m&aacute;y m&oacute;c &ecirc;m bốc nguy&ecirc;n bản,xe gia đ&igrave;nh sử dụng do đổi xe n&ecirc;n b&aacute;n lại cho ai cần xe được bảo dưỡng đầy đủ mua b&aacute;n tại nh&agrave;,anh chị em mua Alo m&igrave;nh",22000000,https://cdn.okxe.vn/products/794/1195794/1195794_1616_6._20221205012958_cWxybvjk_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Vespa Primavera,10000,,124.0,2018,29,349,2,1,10
78,Yamaha R15 V3 1055 2020,"Cần b&aacute;n Yamaha r15 v3  biển HN, Xe đi si&ecirc;u lướt m&aacute;y &ecirc;m m&igrave;nh chạy &iacute;t. Xe k c&oacute; lỗi lầm g&igrave; m&aacute;y m&oacute;c zin 100% .h&igrave;nh thức c&ograve;n rất mới .ai c&oacute; nhu cầu vui l&ograve;ng lh",43500000,https://cdn.okxe.vn/products/793/1195793/1195793_911608_2._20221205012949_9JM0VYrS_m_400x400.jpg,Tp. Hà Nội,1,Yamaha R15 V3 1055,5000,,,2020,40,1078,2,3,8
79,Honda Vision 110 2017,"#XE_M&Aacute;Y_CŨ_VĂN_THAO_CH&Agrave;O_B&Aacute;N
 (Hỗ trợ trả g&oacute;p qua thẻ t&iacute;n dụng v&agrave; Nhận thu mua lại xe đ&atilde; qua sử dụng)
❤️HONDA  VISION  110cc 
✔️Năm sản xuất: 2017
✔️M&agrave;u: đỏ
✔️Km:   12000km
✔️Gi&aacute; b&aacute;n : 28.500.000vnđ
✅ biển kiểm so&aacute;t : 29S6- 557.43
Đổi xe kh&ocirc;ng t&iacute;nh ph&iacute; trong 10 ng&agrave;y
Hỗ trợ thủ tục sang t&ecirc;n cho kh&aacute;ch h&agrave;ng.
Cửa h&agrave;ng ch&uacute;ng t&ocirc;i chuy&ecirc;n mua b&aacute;n trao đổi c&aacute;c loại xe đ&atilde; qua sử dụng.
- Mọi chiếc xe tại cửa h&agrave;ng đều đ&atilde; được kiểm tra cẩn thận về chất lượng cũng như đảm bảo ph&aacute;p l&yacute; của xe.
- Cửa h&agrave;ng c&oacute; đầy đủ dịch vụ sang t&ecirc;n,đổi biển,cấp lại đăng k&yacute; cho kh&aacute;ch c&oacute; nhu cầu sang t&ecirc;n trong thơi gian ngắn nhất.
- Chế độ bảo h&agrave;nh từ 6 th&aacute;ng đến 1 năm.
- Bảo h&agrave;nh tận nơi cho kh&aacute;ch trong nội th&agrave;nh h&agrave; nội.
- Hỗ trợ mua b&aacute;n trao đổi xe với gi&aacute; cao cho kh&aacute;ch mua b&aacute;n tại cửa h&agrave;ng.
- Đổi xe trong 10 ng&agrave;y đầu nếu kh&aacute;ch kh&ocirc;ng ưng &yacute;.
- C&oacute; dịch vụ vận chuyển sau mua h&agrave;ng cho kh&aacute;ch.
- Thanh to&aacute;n online,quẹt thẻ nhanh gọn.
Địa chỉ: 23 ng&otilde; 87 phố Nguyễn Phong Sắc , quận Cầu Giấy, H&agrave; Nội.
Hotline /zalo : 0904.991.733",28500000,https://cdn.okxe.vn/products/792/1195792/1195792_188851_review-0_20221205012901_s0UAzLwU_m_400x400.jpg,Tp. Hà Nội,1,Honda Vision 110,20000,,108.0,2017,15,135,2,1,10
80,Piaggio Liberty 125 2015,"mới mua &ocirc; t&ocirc; cho n&ecirc;n nh&agrave; thừa xe. M&igrave;nh ko c&oacute; nhu cầu sử dụng con xe n&agrave;y nữa n&ecirc;n muốn b&aacute;n đi. Xe m&igrave;nh đẹp như mới, m&aacute;y m&oacute;c nguy&ecirc;n bản, d&aacute;n k&iacute;n nilong. A C e n&agrave;o c&oacute; nhu cầu sử dụng th&igrave; li&ecirc;n hệ.",12000000,https://cdn.okxe.vn/products/791/1195791/1195791_1616_4._20221205012855_44PHRZeG_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Liberty 125,5000,,124.0,2015,29,355,2,1,13
81,Yamaha R15 V3 1055 2020,".Cần b&aacute;n YAMAHA/ R15V3 đ&egrave;n LED . Xe đăng k&yacute; ch&iacute;nh chủ sử dụng, m&aacute;y m&oacute;c sơn nhựa zin 100% theo xe, Nilong d&aacute;n chống xước từ mới n&ecirc;n anh chị cứ y&ecirc;n t&acirc;m,Mua b&aacute;n tại nh&agrave; , an ninh đảm bảo",47600000,https://cdn.okxe.vn/products/790/1195790/1195790_1081_6._20221205012834_vyitkN4P_m_400x400.jpg,Tp. Hà Nội,1,Yamaha R15 V3 1055,5000,,,2020,40,1078,2,3,15
82,Honda Air Blade 125 FI 2008,"❎AB 2008 
     BS: 39040
    Gi&aacute;: 16.500.000 D
✅HỖ TRỢ NỢ XẤU ( trả trước 50%)
   http://xemayvinhthanhdat.Com
   YouTube https://youtube.com/channel/UCSHO0zDFXH52Cp-TdlI4uxw
✅✅✅TUYỂN CTV✅✅✅
☎️ 0️⃣9️⃣3️⃣8️⃣0️⃣0️⃣7️⃣0️⃣3️⃣9️⃣ Mr vinh 
      0️⃣7️⃣0️⃣7️⃣5️⃣4️⃣4️⃣9️⃣9️⃣7️⃣
🔷 đt để được tư vấn nhanh v&agrave; ch&iacute;nh xác 🔷
✅- c&oacute; trả g&oacute;p hoặc c&agrave; thẻ t&iacute;n dụng Ls 0%
✅- xe mới keng nha a e (bao h&igrave;nh thật 100%) 
✅- Xe đẹp m&aacute;y chắc như bắp , d&agrave;n &aacute;o liền lạc             
✅-Ko trầy xước , Ko t&eacute; ng&atilde; 
✅-  ko h&uacute; h&iacute; ,ko lỗi lầm, 
✅- m&aacute;y zin 100% , nh&igrave;n &yacute; như xe mới nha  ae 
✅-nhìn l&agrave; m&ecirc; kkkkk. Đầu nồi chưa bung👌
🔷. 
⛵️ THỦ TỤC: CMND( sang t&ecirc;n to&agrave;n quốc )                   
           🏘 Địa chỉ :987 -1063 Đg Tỉnh Lộ 10, P T&acirc;n Tạo, Q B&igrave;nh T&acirc;n, 
🔷.
🔶🔶 bạn trao cho th&agrave;nh đạt 50% sự tin tưởng th&agrave;nh đạt. Trao lại ban 100% sự h&agrave;i l&ograve;ng🔶🔶",16500000,https://cdn.okxe.vn/products/789/1195789/1195789_4674_z3931299398579_dd1d0723292e6423a6bcef591ec718ac_20221205012826_rF1lWkHr_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,10000,,125.0,2008,15,148,2,1,3
83,SYM Attila 125 2018,"H&igrave;nh thức m&aacute;y m&oacute;c zin hết, xe đi giữ g&igrave;n n&ecirc;n về chất lượng th&igrave; ah chị cứ y&ecirc;n t&acirc;m,Mua b&aacute;n v&agrave; xem xe tại nh&agrave; m&igrave;nh lu&ocirc;n,gi&aacute; c&oacute; thương lượng",5000000,https://cdn.okxe.vn/products/788/1195788/1195788_528_4._20221205012814_5bL9N42S_m_400x400.jpg,Tp. Hà Nội,1,SYM Attila 125,10000,,125.0,2018,35,448,2,1,9
84,Honda Click 110 2014,Xe c&oacute; giấy tờ đầy đủ sang t&ecirc;n đổi chủ nhanh gọn. M&aacute;y m&oacute;c nguy&ecirc;n bản chưa qua sửa chữa. Bao ngon bao chất.b n&agrave;o ưng lh đến nh&agrave; xem xe cụ thể,7000000,https://cdn.okxe.vn/products/787/1195787/1195787_1511662_2._20221205012802_6bvMjihE_m_400x400.jpg,Tp. Hà Nội,1,Honda Click 110,10000,,110.0,2014,15,163,2,2,1
85,Piaggio Medley 125 2019,Cần b&aacute;n Piaggio Medley 125 3vie ph m&agrave;u X&Aacute;M  biển HN mua năm 2019.Máy móc nguyên bản hết. Xe đi ngon và rất tiết kiệm xăng.Ai có nhu cầu xin li&ecirc;n hệ ạ.,32000000,https://cdn.okxe.vn/products/786/1195786/1195786_1451041_1._20221205012743_6X8QGcyG_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Medley 125,5000,,125.0,2019,29,352,2,1,5
86,Honda Air Blade 125 FI 2021,"#XE_M&Aacute;Y_CŨ_VĂN_THAO_CH&Agrave;O_B&Aacute;N
 (Hỗ trợ trả g&oacute;p qua thẻ t&iacute;n dụng v&agrave; Nhận thu mua lại xe đ&atilde; qua sử dụng)
❤️HONDA  AIRBLADE  125cc  ￼full nilong đủ phụ kiện
✔️Năm sản xuất: 2021
✔️M&agrave;u: Đỏ
✔️Km:   2000km
✔️Gi&aacute; b&aacute;n :  39.500.000vnđ
✅ biển kiểm so&aacute;t : 37B3-090.03
Đổi xe kh&ocirc;ng t&iacute;nh ph&iacute; trong 10 ng&agrave;y.
Hỗ trợ thủ tục sang t&ecirc;n cho kh&aacute;ch h&agrave;ng.
Cửa h&agrave;ng ch&uacute;ng t&ocirc;i chuy&ecirc;n mua b&aacute;n trao đổi c&aacute;c loại xe đ&atilde; qua sử dụng.
- Mọi chiếc xe tại cửa h&agrave;ng đều đ&atilde; được kiểm tra cẩn thận về chất lượng cũng như đảm bảo ph&aacute;p l&yacute; của xe.
- Cửa h&agrave;ng c&oacute; đầy đủ dịch vụ sang t&ecirc;n,đổi biển,cấp lại đăng k&yacute; cho kh&aacute;ch c&oacute; nhu cầu sang t&ecirc;n trong thơi gian ngắn nhất.
- Chế độ bảo h&agrave;nh từ 6 th&aacute;ng đến 1 năm.
- Bảo h&agrave;nh tận nơi cho kh&aacute;ch trong nội th&agrave;nh h&agrave; nội.
- Hỗ trợ mua b&aacute;n trao đổi xe với gi&aacute; cao cho kh&aacute;ch mua b&aacute;n tại cửa h&agrave;ng.
- Đổi xe trong 10 ng&agrave;y đầu nếu kh&aacute;ch kh&ocirc;ng ưng &yacute;.
- C&oacute; dịch vụ vận chuyển sau mua h&agrave;ng cho kh&aacute;ch.
- Thanh to&aacute;n online,quẹt thẻ nhanh gọn.
Địa chỉ: 23 ng&otilde; 87 phố Nguyễn Phong Sắc , quận Cầu Giấy, H&agrave; Nội.
Hotline /zalo : 0904.991.733",39500000,https://cdn.okxe.vn/products/785/1195785/1195785_188851_review-0_20221205012717_3rEV4mjj_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 125 FI,5000,,125.0,2021,15,148,2,1,10
87,Honda Air Blade 125 FI 2021,"Gi&aacute; đ&igrave;nh ko c&oacute; nhu cầu sử n&ecirc;n cần nhượng lại chiếc xe n&agrave;y
Xe c&ograve;n nguy&ecirc;n bản, m&aacute;y m&oacute;c &ecirc;m du
Xe đi giữ z&igrave;n v&agrave; thường xuy&ecirc;n bảo dưỡng n&ecirc;n chất lượng c&ograve;n rất tốt
Ai c&oacute; nhu cầu xin lh trực tiếp qua xem rồi thỏa thuận nh&eacute;",32000000,https://cdn.okxe.vn/products/784/1195784/1195784_1949_2._20221205012716_2i8FQIPD_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 125 FI,5000,,125.0,2021,15,148,2,1,5
88,Honda Air Blade 110 2014,"Xe đăng k&yacute; ch&iacute;nh chủ từ mới m&aacute;y m&oacute;c c&ograve;n nguy&ecirc;n bản chưa sửa chữa h&igrave;nh thức b&ecirc;n ngo&agrave;i c&ograve;n rất mới đảm bảo anh chị đến xem xe sẽ ưng &yacute; ngay . Anh chị thiện ch&iacute; mua xe gọi trực tiếp cho em nh&eacute; , gi&aacute; c&oacute; bớt ạ .",13000000,https://cdn.okxe.vn/products/783/1195783/1195783_1511635_3._20221205012632_FEv5DSHf_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 110,5000,,108.0,2014,15,148,2,1,1
89,SYM Shark 125 2017,"M&igrave;nh đang muốn đổi xe, l&ecirc;n cần b&aacute;n gấp chiếc xe như h&igrave;nh, xe sơn nhựa m&aacute;y m&oacute;c nguy&ecirc;n bản. Giấy tờ đầy đủ an ninh đảm bảo, anh em nhiệt t&igrave;nh mua alo trực tiếp qua xem nhiệt t&igrave;nh c&oacute; bớt lộc, mua b&aacute;n tại nh&agrave;.",9000000,https://cdn.okxe.vn/products/782/1195782/1195782_1511635_4._20221205012606_gvqGPUnM_m_400x400.jpg,Tp. Hà Nội,1,SYM Shark 125,5000,,125.0,2017,35,449,2,1,3
90,Bajaj Pulsar NS200 2018,"Cần b&aacute;n chiếc xe c&ocirc;n tay kawasaki NS 200cc, m&aacute;y đi rất nhẹ &ecirc;m, n&oacute;i chung xe của t&ocirc;i c&ograve;n rất mới n&ecirc;n ai mua về l&agrave; chỉ sử dụng ngay t&ocirc;i vừa chụp ảnh thật của xe tr&ecirc;n h&igrave;nh. Do t&ocirc;i đang cần gấp tiền để giải quyết việc c&ocirc;ng ty n&ecirc;n muốn nhượng lại cho người sử dụng y&ecirc;u th&iacute;ch d&ograve;ng xe n&agrave;y, gi&aacute; c&oacute; thoả thuận.",27800000,https://cdn.okxe.vn/products/781/1195781/1195781_2481_4._20221205012605_YgVVqAKK_m_400x400.jpg,Tp. Hà Nội,1,Bajaj Pulsar NS200,5000,,200.0,2018,2,1170,2,3,3
91,Yamaha Janus 2019 2018,"#XE_M&Aacute;Y_CŨ_VĂN_THAO_CH&Agrave;O_B&Aacute;N
 (Hỗ trợ trả g&oacute;p qua thẻ t&iacute;n dụng v&agrave; Nhận thu mua lại xe đ&atilde; qua sử dụng)
❤️YAMAHA    JANUS   125cc
✔️Năm sản xuất: 2018
✔️M&agrave;u: Be
✔️Km:   10000km
✔️Gi&aacute; b&aacute;n :  21.500.000vnđ
✅ biển kiểm so&aacute;t : 12V1-125.05
Đổi xe kh&ocirc;ng t&iacute;nh ph&iacute; trong 10 ng&agrave;y.
Hỗ trợ thủ tục sang t&ecirc;n cho kh&aacute;ch h&agrave;ng.
Cửa h&agrave;ng ch&uacute;ng t&ocirc;i chuy&ecirc;n mua b&aacute;n trao đổi c&aacute;c loại xe đ&atilde; qua sử dụng.
- Mọi chiếc xe tại cửa h&agrave;ng đều đ&atilde; được kiểm tra cẩn thận về chất lượng cũng như đảm bảo ph&aacute;p l&yacute; của xe.
- Cửa h&agrave;ng c&oacute; đầy đủ dịch vụ sang t&ecirc;n,đổi biển,cấp lại đăng k&yacute; cho kh&aacute;ch c&oacute; nhu cầu sang t&ecirc;n trong thơi gian ngắn nhất.
- Chế độ bảo h&agrave;nh từ 6 th&aacute;ng đến 1 năm.
- Bảo h&agrave;nh tận nơi cho kh&aacute;ch trong nội th&agrave;nh h&agrave; nội.
- Hỗ trợ mua b&aacute;n trao đổi xe với gi&aacute; cao cho kh&aacute;ch mua b&aacute;n tại cửa h&agrave;ng.
- Đổi xe trong 10 ng&agrave;y đầu nếu kh&aacute;ch kh&ocirc;ng ưng &yacute;.
- C&oacute; dịch vụ vận chuyển sau mua h&agrave;ng cho kh&aacute;ch.
- Thanh to&aacute;n online,quẹt thẻ nhanh gọn.
Địa chỉ: 23 ng&otilde; 87 phố Nguyễn Phong Sắc , quận Cầu Giấy, H&agrave; Nội.
Hotline /zalo : 0904.991.733",21500000,https://cdn.okxe.vn/products/780/1195780/1195780_188851_review-0_20221205012530_aOm4jKtT_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Janus 2019,20000,,125.0,2018,40,525,2,1,2
